contract-number,award-date,expiry-date,gsin,gsin-description_en,supplier-legal-name,supplier-address-city,supplier-address-prov-state,supplier-address-postal-code,supplier-address-country,organization-employee-count_en,total-contract-value,end-user-entity_en,contracting-entity-office-name_en,contracting-address-city,contracting-address-prov-state,contracting-address-postal-code,contracting-address-country
EN579-192398-001-SC,2019-05-01T00:00:00Z,2019-09-06T00:00:00Z,AJ212516,Communications Network Software (R&D),Heritage River Enterprises inc.,Mount Stewart,Prince Edward Island,C0A1T0,Canada,1 to 4 employees,571136,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-192427-001-SC,2019-05-09T00:00:00Z,2020-01-28T00:00:00Z,AT919500,Transportation (R&D),Dot Data Systems Inc.,Picton,Ontario,K0K2T0,Canada,1 to 4 employees,85339,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-192492-001-SC,2019-05-01T00:00:00Z,2019-12-18T00:00:00Z,AJ212516,Communications Network Software (R&D),StreamWorx.AI Inc.,Toronto,Ontario,M3J3L5,Canada,5 to 9 employees,575000,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-192684-001-SC,2019-05-02T00:00:00Z,2020-04-22T00:00:00Z,AH215000,"Environmental Sciences: Air, Water Pollution and other (R&D)",Campbell Scientific (Canada) Corp.,Edmonton,Alberta,T5L4X4,Canada,50 to 99 employees,402500,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-192703-001-SC,2019-05-01T00:00:00Z,2020-07-08T00:00:00Z,AG914558,Energy Efficiency Technology (R&D),THERMALFROST INTL. INC.,"RICHMOND,",Ontario,K0A2Z0,Canada,5 to 9 employees,563218,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-192746-001-SC,2019-05-09T00:00:00Z,2019-09-04T00:00:00Z,AZ110111,Scientific Data Collection - Field (R&D),ARA robotique Inc. - ARA robotic Inc.,Montreal,Quebec,H4C1L8,Canada,10 to 19 employees,579294,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-192783-001-SC,2019-04-30T00:00:00Z,2019-11-15T00:00:00Z,AN117500,Medical (R&D),Ammolite BioModels,Calgary,Alberta,T3A1X6,Canada,5 to 9 employees,587804,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-192866-001-SC,2019-05-02T00:00:00Z,2020-02-07T00:00:00Z,AA910300,Agriculture (R&D),9775994 Canada Inc.,Ottawa,Ontario,K1C6W5,Canada,1 to 4 employees,435505,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-192867-001-SC,2019-05-02T00:00:00Z,2020-02-04T00:00:00Z,AA910300,Agriculture (R&D),Careteam Technologies Inc.,Vancouver,British Columbia,V5Z1C1,Canada,10 to 19 employees,446775,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-192883-001-SC,2019-04-30T00:00:00Z,2020-02-01T00:00:00Z,AN117500,Medical (R&D),NZ Technologies Inc.,Vancouver,British Columbia,V6B6J7,Canada,1 to 4 employees,559515,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-192931-001-SC,2019-05-01T00:00:00Z,2020-02-03T00:00:00Z,AJ110700,Biology (R&D),Autom River Inc.,Toronto,Ontario,M6K1P4,Canada,1 to 4 employees,249170,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-193261-001-SC,2019-04-12T00:00:00Z,2019-05-31T00:00:00Z,AZ110111,Scientific Data Collection - Field (R&D),Fraser Instruments Ltd.,Vancouver,British Columbia,V6K1T3,Canada,1 to 4 employees,146680,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-193266-001-SC,2019-04-30T00:00:00Z,2020-06-26T00:00:00Z,AJ212516,Communications Network Software (R&D),"SpryPoint Services, Inc.",Charlottetown,Prince Edward Island,C1A3W2,Canada,10 to 19 employees,539695,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-193280-001-SC,2019-05-01T00:00:00Z,2019-08-14T00:00:00Z,AZ110254,"System Design, Development and Testing: Science and Technology Related (R&D)",Rillea Technologies Inc.,Belleville,Ontario,K8P5G4,Canada,1 to 4 employees,25604,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-193301-001-SC,2019-05-14T00:00:00Z,2019-08-27T00:00:00Z,AZ110111,Scientific Data Collection - Field (R&D),Dakota Supplies Inc.,Calgary,Alberta,T3E6H8,Canada,1 to 4 employees,283828,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-193368-001-SC,2019-05-16T00:00:00Z,2019-12-06T00:00:00Z,AN117500,Medical (R&D),PUSH Design Solutions Inc.,Toronto,Ontario,M6K3G3,Canada,10 to 19 employees,392661,Public Works and Government Services Canada,CDN INNOVAT'N COMMERCIAL-CICP,HULL,Quebec,K1A0S5,Canada
EN579-193379-001-SC,2019-04-01T00:00:00Z,2020-01-17T00:00:00Z,AJ716500,Humanities and Social Sciences (R&D),Facilis Inc.,Montréal,Quebec,H3N1M3,Canada,5 to 9 employees,27600,Public Works and Government Services Canada,GTIS AMS PRGM OFFICE,Gatineau,Quebec,K1A0S5,Canada
EN579-193474-001-SC,2019-04-15T00:00:00Z,2020-01-17T00:00:00Z,AP313000,Earth Sciences (R&D),Canada Pump and Power (CPP) Corporation,Ardrossan,Alberta,T8G2C5,Canada,50 to 99 employees,600806,Public Works and Government Services Canada,GTIS AMS PRGM OFFICE,Gatineau,Quebec,K1A0S5,Canada
EN614-101629-001-XL,2019-04-08T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,"INFOR (CANADA), LTD.",Toronto,Ontario,M3C3G8,Canada,50 to 99 employees,217376,Public Works and Government Services Canada,TRANSLATION/DOCUMENTARY SERV.,Gatineau,Quebec,K1A0S5,Canada
EN614-192228-001-PI,2019-11-04T00:00:00Z,2021-01-05T00:00:00Z,D317E,Information Products,Terminotix Inc.,Montréal,Quebec,H1W3Z4,Canada,10 to 19 employees,45990,Public Works and Government Services Canada,TRANSLATION/DOCUMENTARY SERV.,Gatineau,Quebec,K1A0S5,Canada
EN614-192653-001-PI,2020-02-27T00:00:00Z,2020-02-28T00:00:00Z,D317E,Information Products,LexisNexis Canada Inc.,Toronto,Ontario,M2H3R1,Canada,200 to 499 employees,125980,Public Works and Government Services Canada,TRANSLATION/DOCUMENTARY SERV.,Gatineau,Quebec,K1A0S5,Canada
EN614-193366-001-PI,2019-08-22T00:00:00Z,2019-12-31T00:00:00Z,D317E,Information Products,EBSCO Canada Ltd,Markham,Ontario,L6B0P9,Canada,20 to 49 employees,10000,Public Works and Government Services Canada,TRANSLATION/DOCUMENTARY SERV.,Gatineau,Quebec,K1A0S5,Canada
EN614-202532-001-PI,2020-03-02T00:00:00Z,2021-03-14T00:00:00Z,D317E,Information Products,De Marque inc.,Québec,Quebec,G1K8W1,Canada,20 to 49 employees,25548,Public Works and Government Services Canada,TRANSLATION/DOCUMENTARY SERV.,Gatineau,Quebec,K1A0S5,Canada
EN740-200463-001-FK,2020-03-26T00:00:00Z,2023-03-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services","COLLIERS PROJECT LEADERS INC., TIREE FACILITY SOLUTIONS INC. IN JOINT VENTURE","Ottawa,",Ontario,K2C1E6,Canada,200 to 499 employees,9000000,Public Works and Government Services Canada,MATERIEL MANAGEMENT,Gatineau,Quebec,K1A0S5,Canada
EN740-200588-001-FE,2020-02-18T00:00:00Z,2025-02-17T00:00:00Z,5129B,Construction of Other Buildings,Pomerleau Inc.,Ottawa,Ontario,K1S1N4,Canada,200 to 499 employees,29336106,Public Works and Government Services Canada,MATERIEL MANAGEMENT,Gatineau,Quebec,K1A0S5,Canada
EN740-200671-001-FE,2020-02-17T00:00:00Z,2025-02-17T00:00:00Z,C118A,Architect-Engineer Services Research and Development Facilities,"WSP CANADA INC.,HOK ARCHITECTS CORPORATION, Hellmuth, Obata & Kassabaum, INC., HOK International Ltd., HELLMUTH, OBATA & KASSABAUM, P.C., Architecture49 Inc., in J-V",Ottawa,Ontario,K2B8K2,Canada,1 to 4 employees,2771302,Public Works and Government Services Canada,MATERIEL MANAGEMENT,Gatineau,Quebec,K1A0S5,Canada
EN769-151376-001-LM,2019-09-30T00:00:00Z,2018-03-31T00:00:00Z,R103A,Courier Service,Swift Messenger Delivery Systems Canada Ltd.,Ottawa,Ontario,K2E7L2,Canada,50 to 99 employees,795849,Public Works and Government Services Canada,GTIS MAIL MGNT SERVS,Gatineau,Quebec,K1A0S5,Canada
EN769-170238-001-XL,2019-08-12T00:00:00Z,2021-08-31T00:00:00Z,N7030,ADP Software,Pitney Bowes of Canada Ltd.,MIssissauga,Ontario,L4W2Z6,Canada,1500 to 2499 employees,42787,Public Works and Government Services Canada,GTIS MAIL MGNT SERVS,Gatineau,Quebec,K1A0S5,Canada
EN786-171719-001-CY,2019-04-05T00:00:00Z,2020-03-31T00:00:00Z,T004K,Media Monitoring Services,J&A Creative Services Inc. o-a J&A Media services,Toronto,Ontario,M4G3V2,Canada,20 to 49 employees,71461,Public Works and Government Services Canada,COMMUNICATIONS BR.,Gatineau,Quebec,K1A0S5,Canada
EN786-193150-001-CY,2019-04-02T00:00:00Z,2020-03-31T00:00:00Z,T004JD,Press Release Distribution,CNW GROUP LTD.,Ottawa,Ontario,K1P1H4,Canada,200 to 499 employees,22035,Public Works and Government Services Canada,COMMUNICATIONS BR.,Gatineau,Quebec,K1A0S5,Canada
EN790-160304-001-ZQ,2019-10-08T00:00:00Z,2019-10-31T00:00:00Z,R010AG,Finance & Accounting Services Audits (Supply Arrangement PASS),Deloitte LLP,Ottawa,Ontario,K1P5T8,Canada,5000 employees and over,289841,Public Works and Government Services Canada,AUDIT&EVALUATION,GATINEAU,Quebec,K1A0S5,Canada
EN790-190373-001-ZQ,2019-06-28T00:00:00Z,2020-03-31T00:00:00Z,R010AF,IT Systems Audit (Supply Arrangement PASS),Deloitte LLP,Ottawa,Ontario,K1P5T8,Canada,5000 employees and over,1038776,Public Works and Government Services Canada,AUDIT&EVALUATION,GATINEAU,Quebec,K1A0S5,Canada
EN842-172376-001-ZG,2019-05-13T00:00:00Z,2019-05-31T00:00:00Z,L099G,Financial Transaction Processing Services - Electronic Commerce,Canadian Payments Association,Ottawa,Ontario,K1R1A4,Canada,100 to 199 employees,266287,Public Works and Government Services Canada,IMS ASD SAS RESOURCE MGNT SYST,HULL,Quebec,K1A0S5,Canada
EN869-111927-001-XL,2019-05-08T00:00:00Z,2018-08-08T00:00:00Z,N7030,ADP Software,ONIX NETWORKING CANADA INC.,Ottawa,Ontario,K1P5H9,Canada,10 to 19 employees,5339569,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN869-150202-001-EL,2019-05-03T00:00:00Z,2018-05-06T00:00:00Z,D302A,Informatics Professional Services,MAPLESOFT CONSULTING INC.,Ottawa,Ontario,K1Z8P9,Canada,50 to 99 employees,29965089,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN869-150202-002-EL,2019-05-03T00:00:00Z,2017-05-07T00:00:00Z,D302A,Informatics Professional Services,TEKSYSTEMS CANADA CORP.-SOCIÉTÉ TEKSYSTEMS CANADA,Ottawa,Ontario,K1P5H2,Canada,2500 to 4999 employees,18719402,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN869-150202-003-EL,2019-05-03T00:00:00Z,2018-05-06T00:00:00Z,D302A,Informatics Professional Services,MODIS CANADA INC.,Ottawa,Ontario,K1P6L1,Canada,100 to 199 employees,16161266,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN869-150630-001-EL,2019-11-19T00:00:00Z,2019-12-20T00:00:00Z,D302A,Informatics Professional Services,CGI Information Systems and Management Consultants Inc.,Ottawa,Ontario,K1J9B9,Canada,500 to 999 employees,29257952,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN869-150630-002-EL,2019-11-19T00:00:00Z,2019-12-20T00:00:00Z,D302A,Informatics Professional Services,Randstad Interim Inc,Ottawa,Ontario,K1Z1G3,Canada,5000 employees and over,19505302,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN869-150630-003-EL,2019-11-19T00:00:00Z,2019-12-20T00:00:00Z,D302A,Informatics Professional Services,"DONNA CONA INC., IBM CANADA LIMITED IN JOINT VENTURE",Ottawa,Ontario,K2E7L6,Canada,1500 to 2499 employees,16254417,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN869-150630-004-EL,2019-09-25T00:00:00Z,2020-10-27T00:00:00Z,D302A,Informatics Professional Services,CGI Information Systems and Management Consultants Inc.,Ottawa,Ontario,K1J9B9,Canada,500 to 999 employees,5058684,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN869-161257-001-EL,2019-08-23T00:00:00Z,2020-11-09T00:00:00Z,D302A,Informatics Professional Services,IBISKA Telecom Inc.,Ottawa,Ontario,K1P5G4,Canada,20 to 49 employees,7549291,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN869-161257-002-EL,2019-08-23T00:00:00Z,2020-11-09T00:00:00Z,D302A,Informatics Professional Services,ADGA Group Consultants Inc.,Ottawa,Ontario,K2P1B4,Canada,500 to 999 employees,5032860,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN869-161257-003-EL,2019-08-23T00:00:00Z,2020-11-09T00:00:00Z,D302A,Informatics Professional Services,T.E.S. Contract Services Inc.,Ottawa,Ontario,K2H9C4,Canada,100 to 199 employees,4194051,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN869-172373-001-EL,2019-12-05T00:00:00Z,2020-01-14T00:00:00Z,D302A,Informatics Professional Services,S.I. SYSTEMS ULC,Ottawa,Ontario,K1P5V5,Canada,200 to 499 employees,2037733,Public Works and Government Services Canada,ITSB ADMIN SERV.&CONTRACTS MAN,OTTAWA,Ontario,K1A0P7,Canada
EN891-121555-001-ZG,2019-11-27T00:00:00Z,2019-12-24T00:00:00Z,L099A,"Financial and Related Services, N.E.S.",Moneris Solutions Corporation Corporation,Toronto,Ontario,M8X2X2,Canada,1500 to 2499 employees,185424651,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-130013-001-ZG,2019-08-14T00:00:00Z,2019-12-31T00:00:00Z,L099G,Financial Transaction Processing Services - Electronic Commerce,BANK OF MONTREAL-BANQUE DE MONTREAL,Toronto,Ontario,M4W1A6,Canada,5000 employees and over,9500,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-130013-003-ZG,2019-08-14T00:00:00Z,2018-09-03T00:00:00Z,L099G,Financial Transaction Processing Services - Electronic Commerce,Federation des Caisses Desjardins du Québec,Montreal,Quebec,H2Z1W5,Canada,5000 employees and over,9500,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-140088-001-ZG,2020-02-03T00:00:00Z,2020-02-28T00:00:00Z,R019R,Professional Services - Financial Analysis,TELUS Communications Company,Ottawa,Ontario,K1P0A6,Canada,5000 employees and over,2147000,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-140419-001-ZG,2019-07-08T00:00:00Z,2017-07-31T00:00:00Z,L099G,Financial Transaction Processing Services - Electronic Commerce,Caisse centrale Desjardins,Montréal,Quebec,H3B0B1,Canada,200 to 499 employees,4982606,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-150231-001-ZG,2020-03-04T00:00:00Z,2019-03-31T00:00:00Z,L099G,Financial Transaction Processing Services - Electronic Commerce,Banque Nationale du Canada,Montreal,Quebec,H3B2G7,Canada,5000 employees and over,394000,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-151438-001-ZG,2019-06-11T00:00:00Z,2020-06-30T00:00:00Z,L099A,"Financial and Related Services, N.E.S.",Banque Nationale du Canada,Montreal,Quebec,H3B2G7,Canada,5000 employees and over,116621,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-151438-002-ZG,2019-06-11T00:00:00Z,2020-06-30T00:00:00Z,L099A,"Financial and Related Services, N.E.S.",Caisse centrale Desjardins,Montréal,Quebec,H3B0B1,Canada,200 to 499 employees,79765,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-151438-003-ZG,2019-06-11T00:00:00Z,2020-06-30T00:00:00Z,L099A,"Financial and Related Services, N.E.S.",The Bank of Nova Scotia,Ottawa,Ontario,K1P6L8,Canada,5000 employees and over,131025,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-151443-001-ZG,2019-08-21T00:00:00Z,2018-09-30T00:00:00Z,L099A,"Financial and Related Services, N.E.S.",The Toronto-Dominion Bank,Québec,Quebec,H3B3M5,Canada,5000 employees and over,23400,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-180802-001-ZG,2019-05-28T00:00:00Z,2022-07-03T00:00:00Z,L099BH,"National Financial Institutions, Deposit Services",Caisse centrale Desjardins,Montréal,Quebec,H3B0B1,Canada,200 to 499 employees,1373702,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-182629-001-ZG,2019-05-16T00:00:00Z,2023-05-15T00:00:00Z,L099BH,"National Financial Institutions, Deposit Services",The Bank of Nova Scotia,Ottawa,Ontario,K1P6L8,Canada,5000 employees and over,2240150,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN891-200749-001-ZG,2020-01-13T00:00:00Z,2024-09-30T00:00:00Z,L099BG,"National Financial Institutions, Payment Services",THE BANK OF MONTREAL,Montreal,Quebec,H2Y1L6,Canada,5000 employees and over,73800,Public Works and Government Services Canada,GOS BANKING ARRANGEMENTS BR.,Gatineau,Quebec,K1A0S5,Canada
EN893-170547-001-CW,2019-09-30T00:00:00Z,2019-09-30T00:00:00Z,T014SR,Printing of Envelopes,Supremex inc,Etobicoke,Ontario,M9W5T3,Canada,500 to 999 employees,3955000,Public Works and Government Services Canada,GOS BCMD PAYMENTS STANDARDS,Gatineau,Quebec,K1A0S5,Canada
EN893-192609-001-CW,2019-04-12T00:00:00Z,2022-04-30T00:00:00Z,T014C4,Cheque Inserts,R.E. Gilmore Investments Corp.,Kanata,Ontario,K2K3B7,Canada,200 to 499 employees,344925,Public Works and Government Services Canada,GOS BCMD PAYMENTS STANDARDS,Gatineau,Quebec,K1A0S5,Canada
EN893-201862-001-CW,2020-01-15T00:00:00Z,2023-01-31T00:00:00Z,T014SR,Printing of Envelopes,Supremex inc,Etobicoke,Ontario,M9W5T3,Canada,500 to 999 employees,344925,Public Works and Government Services Canada,GOS BCMD PAYMENTS STANDARDS,Gatineau,Quebec,K1A0S5,Canada
EN902-190001-001-CW,2019-06-19T00:00:00Z,2020-06-30T00:00:00Z,T014A,Publications,R.E. Gilmore Investments Corp.,Kanata,Ontario,K2K3B7,Canada,200 to 499 employees,58000,Public Works and Government Services Canada,GOS DG CTRL  ACCT.&REPORT.DIR.,Gatineau,Quebec,K1A0S5,Canada
EN902-200908-001-XE,2019-10-04T00:00:00Z,2020-06-06T00:00:00Z,D302A,Informatics Professional Services,CGI Information Systems and Management Consultants Inc.,Ottawa,Ontario,K1J9B9,Canada,500 to 999 employees,1113897,Public Works and Government Services Canada,GOS DG CTRL  ACCT.&REPORT.DIR.,Gatineau,Quebec,K1A0S5,Canada
EN902-200908-002-XE,2019-10-04T00:00:00Z,2020-06-06T00:00:00Z,D302A,Informatics Professional Services,PricewaterhouseCoopers LLP,Ottawa,Ontario,K1P1E4,Canada,100 to 199 employees,143719,Public Works and Government Services Canada,GOS DG CTRL  ACCT.&REPORT.DIR.,Gatineau,Quebec,K1A0S5,Canada
EN912-141603-001-XE,2019-12-12T00:00:00Z,2019-10-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",PricewaterhouseCoopers LLP,Ottawa,Ontario,K1P1E4,Canada,100 to 199 employees,26874484,Public Works and Government Services Canada,GOS/CS OTHER COMPENSATION DIR,Gatineau,Quebec,K1A0S5,Canada
EN912-152457-001-EL,2019-08-28T00:00:00Z,2020-09-20T00:00:00Z,D302A,Informatics Professional Services,MODIS CANADA INC.,Ottawa,Ontario,K1P6L1,Canada,100 to 199 employees,3660461,Public Works and Government Services Canada,GOS/CS OTHER COMPENSATION DIR,Gatineau,Quebec,K1A0S5,Canada
EN912-152457-002-EL,2019-08-28T00:00:00Z,2020-09-20T00:00:00Z,D302A,Informatics Professional Services,S.I. SYSTEMS ULC,Ottawa,Ontario,K1P5V5,Canada,200 to 499 employees,2440307,Public Works and Government Services Canada,GOS/CS OTHER COMPENSATION DIR,Gatineau,Quebec,K1A0S5,Canada
EN912-152457-003-EL,2019-08-28T00:00:00Z,2020-09-20T00:00:00Z,D302A,Informatics Professional Services,TPG Technology Consulting Ltd.,Ottawa,Ontario,K2A0G8,Canada,1 to 4 employees,2033589,Public Works and Government Services Canada,GOS/CS OTHER COMPENSATION DIR,Gatineau,Quebec,K1A0S5,Canada
EN912-172981-001-EL,2019-04-12T00:00:00Z,2021-04-11T00:00:00Z,D302A,Informatics Professional Services,SYSTEMATIX SOLUTIONS TI INC-SYSTEMATIX IT SOLUTIONS INC,Ottawa,Ontario,K1S5N4,Canada,10 to 19 employees,7947072,Public Works and Government Services Canada,GOS/CS OTHER COMPENSATION DIR,Gatineau,Quebec,K1A0S5,Canada
EN912-182003-001-XE,2019-08-08T00:00:00Z,2019-09-13T00:00:00Z,R123AH,Project Management Services,ADGA Group Consultants Inc.,Ottawa,Ontario,K2P1B4,Canada,500 to 999 employees,12145674,Public Works and Government Services Canada,GOS/CS OTHER COMPENSATION DIR,Gatineau,Quebec,K1A0S5,Canada
EN912-183180-001-XE,2019-04-08T00:00:00Z,2022-04-07T00:00:00Z,D302A,Informatics Professional Services,PricewaterhouseCoopers LLP,Ottawa,Ontario,K1P1E4,Canada,100 to 199 employees,13599000,Public Works and Government Services Canada,GOS/CS OTHER COMPENSATION DIR,Gatineau,Quebec,K1A0S5,Canada
EN912-201038-001-ZM,2020-02-11T00:00:00Z,2022-03-31T00:00:00Z,D302A,Informatics Professional Services,Oracle Canada ULC,Ottawa,Ontario,K1P1A4,Canada,1500 to 2499 employees,1495400,Public Works and Government Services Canada,GOS/CS OTHER COMPENSATION DIR,Gatineau,Quebec,K1A0S5,Canada
EN914-182402-001-CW,2019-04-24T00:00:00Z,2020-03-31T00:00:00Z,T014SR,Printing of Envelopes,Enveloppe Concept Inc.,Ville de LaSalle,Quebec,H8R2C8,Canada,20 to 49 employees,73585,Public Works and Government Services Canada,GOS/CS POLICIES & PRACTICES,Gatineau,Quebec,K1A0S5,Canada
EN920-190988-001-XE,2019-09-17T00:00:00Z,2019-12-31T00:00:00Z,D302A,Informatics Professional Services,Accenture Inc,Ottawa,Ontario,K1P1A4,Canada,500 to 999 employees,214700,Public Works and Government Services Canada,GOS DPS FIN.&REP.PROD.DR,Gatineau,Quebec,K1A0S5,Canada
EN920-190988-002-XE,2019-09-17T00:00:00Z,2019-12-31T00:00:00Z,D302A,Informatics Professional Services,KPMG LLP,Ottawa,Ontario,K2P2P8,Canada,200 to 499 employees,1394793,Public Works and Government Services Canada,GOS DPS FIN.&REP.PROD.DR,Gatineau,Quebec,K1A0S5,Canada
EN920-190988-003-XE,2019-05-28T00:00:00Z,2020-01-31T00:00:00Z,D302A,Informatics Professional Services,Deloitte LLP,Ottawa,Ontario,K1P5T8,Canada,5000 employees and over,203400,Public Works and Government Services Canada,GOS DPS FIN.&REP.PROD.DR,Gatineau,Quebec,K1A0S5,Canada
EN920-190988-004-XE,2019-05-28T00:00:00Z,2020-01-31T00:00:00Z,D302A,Informatics Professional Services,IBM CANADA LIMITED-IBM CANADA LIMITÉE,Ottawa,Ontario,K1G4K9,Canada,5000 employees and over,145247,Public Works and Government Services Canada,GOS DPS FIN.&REP.PROD.DR,Gatineau,Quebec,K1A0S5,Canada
EN920-190988-005-XE,2020-02-27T00:00:00Z,2022-02-27T00:00:00Z,D302A,Informatics Professional Services,McKinsey & Company Canada,Toronto,Ontario,M5S1K9,Canada,200 to 499 employees,4989656,Public Works and Government Services Canada,GOS DPS FIN.&REP.PROD.DR,Gatineau,Quebec,K1A0S5,Canada
EN920-191449-001-EE,2019-10-07T00:00:00Z,2020-03-31T00:00:00Z,N7030,ADP Software,Open Text Corporation,Waterloo,Ontario,N2L0A1,Canada,2500 to 4999 employees,473803,Public Works and Government Services Canada,GOS DPS FIN.&REP.PROD.DR,Gatineau,Quebec,K1A0S5,Canada
EN929-150119-001-ZM,2019-04-26T00:00:00Z,2019-05-12T00:00:00Z,D302A,Informatics Professional Services,CGI Information Systems and Management Consultants Inc.,Ottawa,Ontario,K1J9B9,Canada,500 to 999 employees,2615194,Public Works and Government Services Canada,DCRC / ADMINISTRATION,MATANE,Quebec,G4W4N3,Canada
EN929-150346-001-VAN,2019-05-28T00:00:00Z,2019-08-31T00:00:00Z,N7025,ADP Input-Output and Storage Devices,"BancTec (Canada), Inc.",Markham,Ontario,L3R6H3,Canada,100 to 199 employees,3449250,Public Works and Government Services Canada,DCRC / ADMINISTRATION,MATANE,Quebec,G4W4N3,Canada
EN929-150928-001-ZH,2019-11-18T00:00:00Z,2021-01-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",A Hundred Answers Inc.,Ottawa,Ontario,K1Y4P1,Canada,20 to 49 employees,1944730,Public Works and Government Services Canada,DCRC / ADMINISTRATION,MATANE,Quebec,G4W4N3,Canada
EN929-151708-001-VAN,2020-01-09T00:00:00Z,2020-06-30T00:00:00Z,JX7025,ADP Input-Output and Storage Devices - Maintenance,"BancTec (Canada), Inc.",Markham,Ontario,L3R6H3,Canada,100 to 199 employees,15000000,Public Works and Government Services Canada,DCRC / ADMINISTRATION,MATANE,Quebec,G4W4N3,Canada
